gender,age_group,Sociability,Assertiveness,Energy Level,Compassion,Respectfulness,Trust,Organization,Productiveness,Responsibility,Anxiety,Depression,Emotional Volatility,Intellectual Curiosity,Aesthetic Sensitivity,Creative Imagination
female,18-40,2.590353845560657,2.9564190307161904,3.3964384148275775,3.943935702427774,4.8398604277987385,3.1985568491910485,4.298710112963985,4.080321893970844,3.962654439152061,3.703866734514052,2.7556065485050367,2.6621740931512643,3.3557936037737517,3.703383840499265,2.8527901585090794
male,18-40,1.0,1.9965986035661138,2.2777916392375746,4.120953476507299,4.244951316446043,2.3273672123124634,4.027124946945903,4.623538759937943,4.18114600755048,4.594298503576009,4.085183951387677,5.0,4.084912233755583,5.0,3.6712866659233403
male,18-40,3.629991304319786,3.9658720131618317,2.0813960623522174,3.134727708642483,3.1227443249251507,2.760602165313808,1.845573147969346,1.851133544786785,3.761640166889885,1.865626927829966,1.509565849998925,2.066235364203995,5.0,5.0,4.731540060938518
male,18-40,4.142591661476053,4.033834131551317,4.090758227421214,3.83095239795659,3.9370979642851034,2.8055111078787287,2.8495357595437816,3.5382751254378677,3.055056934627781,3.5575110127619918,3.154632339980895,1.6020422551576607,4.275600055752859,3.738086047953083,4.298643321487868
female,40+,3.865348030147729,3.341688184429011,4.6396468762896745,4.747817875708239,4.304033259507622,2.7727902353520886,4.778677155010189,4.375725205146342,4.458264554888827,2.3201010102589033,1.839494618090889,2.392176295255858,3.501515105334303,4.578676353054517,4.121328583765401
female,18-40,1.648003032871903,2.051653303936935,3.305331832535809,4.1996003643299655,4.317282756045553,2.10137228421791,3.3044595735250812,4.712149852639893,4.499740603425877,5.0,4.5090910315664505,3.122010461386642,4.0252304139296236,4.220182817559142,3.7344409453741036
female,40+,1.3093728263025797,3.7078608470472503,3.491907610032201,4.571187700351976,4.88838813690584,4.64203485834644,3.7309753078578773,4.0403208170326,3.7317674977990642,2.681616649012933,1.7615526087215532,2.822220164444212,4.060017070207536,4.885966245481756,4.315602616115017
female,40+,2.5343738752895533,4.292025615205706,3.8936960942063883,4.276275528723605,2.525184309289897,1.5205738460483067,3.1874829697602935,3.453198356165536,3.11341635846209,3.4037386970984196,2.738181672971841,3.8412579116822108,3.898316111408823,3.4214551335519148,3.8188953783327677
female,18-40,2.933742148534847,4.534383677860853,3.9278375939476335,4.459999563689052,3.68797796125475,3.535421887789453,3.8059043759710938,3.058470643932391,3.461298755447039,2.996768062644378,3.225891386572507,3.4426887904229355,3.9196367206302956,3.887213688244007,3.9070804229961507
female,40+,2.3797394892800305,1.0931621747732834,4.5121179747534965,4.2304631741747665,3.3597373649264446,2.0264932672081324,1.529758256411908,2.792039570975483,2.3466679558791297,3.5645325222470294,1.8447844544969887,3.9206301511964705,3.8125565993893593,3.637559431988422,3.916522493520329
female,Under 18,4.509451757864328,4.476514226671469,4.619714050745965,2.859924543227963,3.0951189973276243,2.313760599743187,2.860579420189791,3.459357071019099,2.7355834977777644,3.213087739375106,2.4882308003828277,2.981870006619548,4.405422159197041,4.702689804015512,5.0
male,18-40,2.5283674073027433,3.225993016230636,4.21837383952437,4.5172834806360225,4.534318608124784,4.044687593387584,2.2567957357799906,3.0639138516950815,3.465224075999334,3.782932250898606,3.42865058823794,1.9526313614865995,4.521468465774279,3.7703122279742125,4.199676722751518
female,40+,3.288959342172336,5.0,3.953430224171306,4.962758447797858,4.007029693604543,3.429247505438308,3.9756824054850863,3.6684503493812013,4.8779349815002515,2.1462161557937978,1.7042596974594872,2.739729670520044,4.6129270346245175,4.262108322045136,4.950751042777183
male,40+,2.84363795932244,3.088849471218178,2.818130240621845,3.8671938078181465,4.45662456165971,3.211959907857499,3.3870145798479183,3.616752717015065,3.5067340707524384,2.046410006007565,1.5171601656056057,2.2511179410945634,4.448023865338503,3.1905355669959534,4.902420026152095
male,18-40,2.165684572154497,3.4382934276477726,4.228333011754485,4.060934087462733,2.9733986498251808,2.200895735452155,3.555619549148164,3.818099428766407,3.3165662912734546,2.7150842190715476,3.2719151383914307,2.698793087287489,3.813263702087718,3.5182883502095743,3.083711689918354
female,18-40,2.3605318774433925,2.6754260515041848,2.924636555160843,4.232165137868499,4.860761198237202,3.1920715317983706,3.4734107367989657,3.019092933381525,3.5546036161982135,3.4208240390268645,2.652694915895404,3.200116979259191,4.329644150606965,3.3688216105674447,4.552592917321741
male,18-40,3.2519486819924373,4.254941997133872,4.553110727096032,4.563472522311829,3.679196496909894,3.654042288001313,3.8368810078946014,3.5359247501885376,3.587598057710826,2.90186332949886,1.9460176342451772,4.4585888521633645,3.86658216297676,3.6409643869072625,3.2351579339904983
male,40+,1.1631766497334204,2.015692806080949,2.051216031117849,3.9345634380614265,3.836357017207009,3.1328916508924873,2.779442092572112,2.0257911913479285,1.628295118778121,3.0209331319333352,3.7956957468944497,3.2259250096221215,4.249729802201037,4.128093370680991,3.308407153797906
female,18-40,4.62550009719644,4.619194771396161,4.0334100329425056,2.6772035764441062,2.5592038053717223,2.088660783282399,1.938636144034542,2.4351361703505416,1.5798297455871164,4.327989678397953,4.534216482541745,4.957501045367543,3.5095377649122717,4.0146823614427,4.0851447252959066
female,18-40,2.521353901585622,4.781043347114092,2.850826130690384,4.1436481828420835,3.913656797668339,3.109753543263035,3.039513214570619,2.90385406905961,3.3083383548451284,3.849161852054325,2.4384464944012696,3.111968959385694,4.887452352037334,4.259415795063979,4.9751961789801795
male,18-40,2.762077078741524,3.3618197859084025,3.180879631104454,2.9112630271907567,3.8218984562218674,3.270364756381444,3.6989288471478234,3.890407279141163,3.710794479566671,2.045143705896013,1.0,1.0,3.7287534413862065,3.38232098436159,4.384218979657366
female,18-40,2.0951700560839175,2.9108020443332863,3.9626620348189063,4.89170217064201,4.172777765899799,2.571497837401248,3.089461583689093,4.211799042489469,4.4152317605997595,3.5926927191699174,3.0843913932643097,2.9805220454688555,3.1266312451565197,3.5664045083355123,4.025971119197302
female,18-40,2.704247390140616,2.7891074062877568,3.813689945751926,2.1358637671842806,3.0870451762478295,3.3657991105912033,4.287400041113743,3.259635575473519,3.4739166345878765,4.026512504263185,2.286364773955924,2.6913105266259008,3.939902627664785,5.0,4.193617943210356
female,40+,3.78055967549628,2.956449626839575,3.165789327597184,3.48333403743729,4.007318230512977,1.634691240947539,2.5809429764593474,3.54780553753037,3.4437570461272404,4.223674726855084,4.156137113641762,3.4915950085103242,3.8200970949215014,3.8573507153259072,2.9103735020942105
male,18-40,3.547456758908843,1.8399750454142014,3.421002981200794,2.927270720976934,3.5890212901112553,2.2782562833788766,2.0067266935134667,1.307289147514576,1.6444944260400085,5.0,5.0,5.0,4.126298563159404,4.69497937133029,3.5581951731709185
male,18-40,1.8477778017798911,2.2108056625817345,2.664091854063517,4.37235206057821,3.2359512313662178,4.266504610570392,2.838933725436273,2.1926215659684702,3.8721302919569043,3.622564472850514,3.250856952235676,3.348369499352587,3.399424762272489,3.337454289739788,2.819751599964926
male,18-40,2.5365951842871524,2.625834892676153,4.201968266111668,5.0,5.0,4.6621791184000685,3.279515069614496,3.2753836482013323,4.087046278448175,1.8720956548595165,2.1967565589182776,1.0,3.031225535478227,4.340673215160774,4.205118627973668
male,40+,2.7656695928835804,2.0972123933530633,4.116041097045615,4.57099669899316,5.0,4.961688209979545,4.222060800491403,3.1489878349039273,3.975182791530629,4.992937062717804,2.349161477947618,2.755948916427906,4.535907876321091,5.0,5.0
female,40+,2.5914820828779637,1.798666754049866,3.7839798825296276,3.8011259776915574,3.4031041383483753,3.5234051874911065,3.6752997839678896,1.8940662384032327,3.312761834120473,3.878979682076312,3.0034418307810347,3.078014453896915,3.3148007844567777,3.1145516391820496,3.531925385181844
male,18-40,4.5468436478552485,4.31556517446181,4.9109712735946145,2.8411223453833085,3.3378621863921687,3.0765561552834924,2.704895694074172,4.0870650864780185,3.443653382735227,3.3028267704465017,1.0,3.5261577694294552,3.813034628389863,4.106681633974512,4.396307229654803
female,18-40,1.9132985109747427,2.755542931076323,2.7707271871581973,3.9414487303344146,3.5254204626544268,2.8978986433355725,2.3795541551993877,1.9791006340673025,2.965405466053359,3.266849037602948,3.4766853432437452,1.8820387119705388,4.298619229853665,4.458113494180566,3.7419470832922475
female,18-40,1.488299371016605,3.0843515367398786,2.5185718974125955,3.891376231838108,3.72777131998356,3.609851164917579,2.8791451145885434,2.9460643381888576,2.589992123654522,3.785804113442282,5.0,3.510106368401879,3.2713254496502153,4.701855628262857,2.9539174775987473
male,18-40,3.71450639664871,3.5460224886973974,3.9289984975666203,3.1941054264776234,4.2153563306491755,4.103929563824229,2.344279396575363,3.9363819554329416,2.8143938602653917,2.0968153022909903,1.4273090209222616,1.0,4.173928769123148,3.437875821553476,3.3414760883135752
female,40+,5.0,3.2690004121903953,5.0,5.0,4.967082485120189,5.0,2.893587606676773,3.541873885373816,4.948224552134429,2.791294328670579,1.6212906193903414,1.205965449969435,3.1996483048861037,4.470748607641892,4.099358557339709
male,18-40,4.348650055738488,3.941524162210163,3.9684475657828857,2.609644399186122,3.7335985854302565,3.5573152840510023,3.596893219171459,4.315724736645083,4.133503617752954,3.9360713154802376,3.2986887707887833,3.606881782520432,3.52107512151333,3.218324981515847,3.263274748643364
male,18-40,3.2192109234471187,4.857294052858572,3.3028368531728445,4.36548780639949,2.7601438652325103,2.1731116346224466,3.946843909491309,3.4805500776928207,2.7396326617747193,1.860883142798155,1.0,2.2619502312559407,4.637259819144561,4.069105123736955,5.0
male,40+,1.5970821625594809,2.7771573676177908,2.8189127445708624,3.4380955628639542,4.251543757481777,4.17246137608751,3.045074217038289,2.6018195108871582,2.836272863938008,3.2953255478964025,2.7936863607547133,2.256850890878653,4.170484811764165,2.690903972174662,4.389863501719582
male,18-40,1.662143984316631,1.4814855834515195,1.0322972757079967,4.031483862350988,4.000978337891509,2.925893894115788,4.306123526015939,2.6012562507159127,3.005428608457661,2.604433142236739,3.485085126599392,2.506299129117357,4.305364746044268,3.4745054351328157,3.2426897913230643
male,18-40,3.206521837381824,2.6377062757123984,2.767993216910592,1.7582538169366346,2.889372519842453,2.102897436161058,3.318088544944745,3.0803426458421717,2.6538289110554643,3.039524411637485,2.116944289895434,3.144062773665594,2.893152421470412,4.5194629141515685,2.9391763594940055
female,18-40,1.0,2.497670065556694,2.1160525010476956,3.7601751322803367,3.6597259187024185,2.535022249592069,2.7019323738761383,3.340246408451478,2.9841934939938732,4.150603991960214,3.757202784160343,3.5036995934086685,4.961781053884273,5.0,3.972729414777415
female,18-40,3.2587880935937044,3.423524232688783,3.530882923306879,4.039011595093438,4.032896774984796,3.0390863341758405,2.9474197512421827,2.40670658900963,3.705441027729085,4.0482493986438985,2.2208992182620357,4.2126234627885575,4.175867478261232,2.2988551954308827,5.0
female,Under 18,3.718821458714502,3.3331732026205727,3.2386304403349495,4.686593983240162,4.171149920889264,4.173708074206008,2.4219327454231485,3.3731971977626225,2.7043559552147842,2.3104260880630414,3.144762154391514,2.6034196783068406,4.402401814574502,3.216104148868469,3.633551075000595
female,18-40,1.9310879717680818,2.238886483165786,2.9489030133642222,4.180155977972295,4.88058608176174,3.30686775774701,5.0,4.574932119569137,5.0,3.8314952832489473,1.2689556550611005,3.5387893762538125,3.172403470636038,1.600756323478353,2.719568344411111
female,18-40,2.3190763707730495,4.317804931239168,3.4601193714583993,3.8121143117945047,3.0929866257300844,3.1211830536456397,3.2131722050501335,3.389880424306151,3.487230768489405,3.4016831946314694,3.3818047066266543,4.10061991051561,3.434052530773601,1.9112837680143702,3.585481141995249
male,18-40,2.7646919674236825,2.921072296332049,3.3591186114832627,4.483593767755025,4.505914825229871,3.9902505202189595,4.397525296095274,5.0,5.0,3.62575311322227,2.68711263875645,1.9334818965673957,4.73894549679513,4.387362339633592,4.997652857897064
female,18-40,3.187938276306764,2.5616207334356194,3.5462241571867446,3.6179194174402576,4.119805741851189,3.3116454430952835,2.6779983655748936,3.4264222791136,2.778203702995152,3.6282441920396997,3.0824026712227552,3.863103009522594,3.896836464231643,2.497955322690198,3.789247315146067
female,18-40,1.4453741303712704,2.8659705383303145,3.421860536739916,4.794493751340163,4.975929377495586,4.044339023985942,3.7479876104429923,2.8004204965017925,3.5478467499006983,3.222604434820048,4.007362010717641,2.358601722219232,3.325763693795983,4.63242534475935,3.1762937716878685
female,18-40,3.068913522796935,3.635752172479543,4.493152192425018,5.0,3.951568659543733,2.064101082161823,4.07047125884789,4.371138369100084,3.0720051340419383,4.593542947000808,5.0,4.177225422554778,4.510980206766932,5.0,3.93273121540347
female,18-40,3.6413050545933787,3.3138472944309045,2.180228738474628,2.922784661112561,3.0334511708408716,2.5752368064850213,4.445449917196503,3.992900867535604,4.173833231148357,5.0,5.0,4.362677009317176,4.033975957091883,3.0990356954933915,3.980521312715683
male,18-40,3.478380550656643,2.4890251141957136,3.179781635595315,2.7543685660829547,3.570321299073592,2.4444420672008436,3.6939574718700006,2.8989529820213726,1.662954413441097,3.5350692618627826,3.315949572370541,3.5163704536644746,3.2235341161681377,3.0725204699816806,3.393878810914354
male,40+,3.2234244629001347,3.5850501291087182,4.776167967629165,4.0294695551290465,4.630269370314486,3.0935731355372242,2.2467335072112182,3.0571340916301764,2.927663964550295,2.9833047889908233,1.969885277253769,1.6761535699176595,3.8489333655150038,4.161924653330706,4.5583245776055765
male,40+,3.17875002642597,3.5315636085189297,3.6922393612430997,4.27735130365124,5.0,4.2224976500960345,2.455846946047454,3.0238487586235445,4.1449977558105235,3.8099299840598877,3.392475179029878,2.526164034507761,4.998259368832723,4.691483331246925,3.7697747388262304
male,Under 18,5.0,4.712969465066207,5.0,4.670577155756693,5.0,4.583904417880196,4.512990555904712,4.451457522064954,4.289980344927638,3.3150120605983195,1.1003664489736558,2.144604784820403,3.853624391301186,4.785145468487608,4.4822067762867315
female,18-40,2.83389353173723,4.165620505422021,3.271361919004746,3.3282937272095205,3.1165661817774217,1.7819487260252438,3.153156986146033,3.438624847591421,2.9952674309285805,5.0,4.06776928084708,4.524123126544857,4.595994668077571,4.8059317508086705,4.3170269688487055
male,18-40,1.0,1.789623156246026,1.544141895580414,3.0612763360937736,3.823711684867855,2.3832114547025434,3.3895145555629975,1.499231230366689,2.494902436882089,4.182372083369819,5.0,3.8667941194297697,4.496946011762931,3.4024410387281643,2.1646191019558625
female,18-40,4.200770102105675,3.6833662647177126,3.170801836735016,3.5379931958645794,3.964451205915514,3.0124180499197064,4.302050445341487,4.301065564737107,3.334379699580175,2.5528414004896813,2.2869449044828807,2.279184428694631,2.9195100259772637,5.0,4.524535549010184
female,18-40,3.9862662061891165,3.579618450105099,3.8735670660271735,5.0,3.584328882222146,3.214128042740034,2.4784782954382156,3.6479875425795925,3.6726117461558125,3.8131608245414577,3.4571312880664644,3.2919108050326247,3.7430017930453916,4.416397576178723,5.0
female,18-40,3.567234613229711,3.6051738213644713,4.680680702900922,3.9866283558632762,4.784232094126333,3.8607676026583855,2.7842819852287137,3.2420842143263857,3.166624225737333,1.535953884755184,1.694949178021134,1.6153196508719148,3.3585639827932674,2.919081773704635,3.209918308103203
male,Under 18,2.7078835251273743,2.5330919864893877,3.853692653159424,3.9817653358109686,3.7425011209115246,3.576366935716792,3.3924228194692554,2.920439526835049,2.758895056774392,4.05918648167545,3.8766981447203257,4.8733288985476815,4.1454902398658335,3.882662419231411,2.96961362594759
female,18-40,3.7650457953720227,3.2967380136996316,3.169121682628403,5.0,4.7315546657869465,3.627811507999533,5.0,5.0,5.0,2.867167005387835,2.812465535127809,1.0,4.95804686889341,4.778705207101768,3.6100689104727386
female,18-40,3.7429810994579333,3.0008206566220585,3.8725593511771055,4.446234526267992,4.37343041309899,3.896232383537198,3.2635605389870297,3.1531543960790227,2.7769550962910694,2.9797212120507632,2.207620489605704,2.2814106770790894,3.138709388324002,5.0,3.208320681500415
female,18-40,3.8058716810206166,2.8951289169946266,3.6496993941116527,3.963800623225397,4.037913009173793,4.157694233513401,3.5710056890022486,3.82124489280922,3.1516692125460803,1.7619492488712827,1.0,1.0,3.7319891283639643,3.175812013479566,3.294167603613145
female,40+,4.090052395344367,4.301582779147559,4.785138047828904,4.616727460089285,4.732767973243112,3.5861498445125357,4.139898280815296,4.30258996634268,5.0,3.154232961506997,2.575675431109824,2.147631436528063,4.431762295765743,3.0045509949243985,4.442689192528302
male,18-40,3.441845457633968,4.39603222773927,2.7686714713905096,3.9673271074600436,4.06336583335712,1.9761933823702675,3.734527355763478,4.763973020116565,4.056756838241729,2.591815538166596,3.1754890486006064,1.6860896487481707,3.9275258494616034,2.5950672027052453,3.54997413231086
female,40+,4.903968430600115,4.99329056457691,5.0,3.684288848578244,2.5631512678226303,3.7194115173462774,4.672298772644808,3.610388868712374,3.08299361162795,2.917096318659584,1.39401171392235,3.3270185957349243,3.6809824603966312,1.5351195219073364,3.6529719542843546
female,18-40,1.5008879720291626,2.4867421449322085,2.562408278424575,3.358953738338018,4.661153364237832,2.1472559562725517,5.0,4.832223859214889,3.903730114084829,4.056303717317891,2.6726625511341027,2.4627356724156138,3.6036402308350803,1.9574756041878183,4.102768558268644
female,40+,3.3704009255760914,2.9568992197549484,4.198294785208432,3.9909537738150758,4.680329674398138,3.0920921226843916,3.9890005038484535,3.472606999582906,4.443960837527505,3.2017651982064788,3.0600384164733976,3.2773088464483964,4.253851172569575,3.6962302114404704,4.882129425118176
male,40+,4.2299515758478865,4.383698833597718,4.534378845928883,5.0,4.7632412498967245,2.890564479865671,4.022067390664361,3.360869960954135,4.393975321674897,1.8979823882615738,1.0,1.6012793329416595,3.900361553183054,3.5582878556510593,5.0
female,40+,3.0098402530675354,4.1012344193708365,3.9828179963159163,3.117749864858406,3.6017883919145763,2.6394379716759233,3.054218749203522,2.386423008906733,2.6999285637052313,4.887662361759972,3.2390702869566845,4.640514083638916,3.9900317535909395,4.477586558903321,5.0
female,40+,3.943645621217672,3.1234892269883248,5.0,4.933001915893505,4.92710393731059,4.325713086390287,3.623359964134904,3.249746234992668,3.986784733248201,4.939052793705413,3.6148851445735932,4.724804335281805,4.1121097997901455,4.218178826079701,5.0
female,40+,3.2038927998651667,3.9778500759305273,3.6028031289888967,4.761360776800514,3.8226550147992926,3.5979285992270116,3.5257624230382203,2.2766629834386247,3.0424355778453624,3.081908115230152,2.7022034081666244,3.060222482521537,4.97507503270021,5.0,4.541335964248463
male,18-40,2.7673035269593997,3.7487337241156253,3.13690229454122,5.0,5.0,3.616372055517792,3.8014654259712586,4.537964952927814,4.504980892221297,3.3157228209894747,2.3902826403466637,4.1366654272784515,3.531857053034998,4.227623743265302,3.4971291315408113
male,40+,3.6931755735870624,4.227276168704517,4.94234607957098,2.7713043561131445,4.111019145651858,2.2891531812469554,4.573463255676077,4.651113859199606,3.704488447221617,3.8986335922904236,2.2526393971062775,1.731277785227876,4.320056345845099,3.996259059205071,4.2322834205676525
male,18-40,3.878103029302685,2.32747357050568,2.979587017947748,3.066053232728125,4.001345489625194,2.939394998298286,2.505980555882208,2.775418069546159,2.9380196164081376,3.4111444031111153,4.111527162754669,4.400025690336792,5.0,2.7100741531290993,3.0289380349939856
female,18-40,3.3363871469349817,3.2917237333169744,5.0,4.7223929522313925,4.906353273135567,4.285342068341395,3.186092987424852,3.8088500000676806,3.4955149919866484,3.2072123459101087,2.9798365818761954,4.043001492147878,4.464379895921676,4.277470029211428,5.0
male,18-40,1.7946264744842435,1.8566913474463187,2.746455068768708,3.093507005165007,4.4951036475018356,3.1039567883699224,3.0514537747930204,4.531677667631241,3.2631533224689906,1.9228682887282504,2.3215554932151496,1.3617744696821807,5.0,4.595899546586242,4.790871929807623
male,40+,3.402384307314571,3.2085764157914736,3.7730563287034533,2.868211957822529,3.5836963018413055,2.7965250358517806,4.31966379233181,4.444807506073068,4.0603102455691875,3.3186235304991736,1.5905947758483432,2.28320463310315,2.8768227732036484,1.8427374181167662,4.1607003353921375
male,18-40,2.529313034890916,3.876814597091883,3.5472598445562835,4.085331997590897,4.557265388680936,3.2052013379249438,3.989952834912594,3.6300961978018758,3.7207494202243963,3.6307565250578424,2.4611787463524153,1.765054719221234,3.954817792286664,4.19990091801909,4.836411494945591
female,18-40,4.430232152188899,3.7051479171258257,4.162493847511235,4.316950331953992,4.452006332928375,3.9416374731618493,3.1282848676927344,4.287981979606817,3.402207340144135,1.6497189902365879,1.0,1.0359560193237316,3.7831299608308595,4.1852195881733945,4.030426527302397
